location,date,vaccine,total_vaccinations
Austria,2021-08-13,Oxford/AstraZeneca,1581338
Austria,2021-08-13,Pfizer/BioNTech,7102834
Austria,2021-08-20,Johnson&Johnson,230542
Austria,2021-08-20,Moderna,997272
Austria,2021-08-20,Oxford/AstraZeneca,1583364
Austria,2021-08-20,Pfizer/BioNTech,7163680
Belgium,2021-01-08,Johnson&Johnson,0
Belgium,2021-01-08,Moderna,0
Belgium,2021-01-08,Oxford/AstraZeneca,0
Belgium,2021-01-08,Pfizer/BioNTech,27935
Belgium,2021-01-15,Johnson&Johnson,0
Belgium,2021-01-15,Moderna,31
Belgium,2021-01-15,Oxford/AstraZeneca,0
Belgium,2021-01-15,Pfizer/BioNTech,126598
Belgium,2021-01-22,Johnson&Johnson,0
Belgium,2021-01-22,Moderna,4483
Belgium,2021-01-22,Oxford/AstraZeneca,0
Belgium,2021-01-22,Pfizer/BioNTech,244194
Belgium,2021-01-29,Johnson&Johnson,0
Belgium,2021-01-29,Moderna,6170
Belgium,2021-01-29,Oxford/AstraZeneca,0
Belgium,2021-01-29,Pfizer/BioNTech,333707
Belgium,2021-02-05,Johnson&Johnson,0
Belgium,2021-02-05,Moderna,15880
Belgium,2021-02-05,Oxford/AstraZeneca,0
Belgium,2021-02-05,Pfizer/BioNTech,462487
Belgium,2021-02-12,Johnson&Johnson,0
Belgium,2021-02-12,Moderna,25424
Belgium,2021-02-12,Oxford/AstraZeneca,344
Belgium,2021-02-12,Pfizer/BioNTech,597744
Belgium,2021-02-19,Johnson&Johnson,0
Belgium,2021-02-19,Moderna,30203
Belgium,2021-02-19,Oxford/AstraZeneca,10687
Belgium,2021-02-19,Pfizer/BioNTech,698198
Belgium,2021-02-26,Johnson&Johnson,0
Belgium,2021-02-26,Moderna,32651
Belgium,2021-02-26,Oxford/AstraZeneca,45147
Belgium,2021-02-26,Pfizer/BioNTech,786571
Belgium,2021-03-05,Johnson&Johnson,0
Belgium,2021-03-05,Moderna,51416
Belgium,2021-03-05,Oxford/AstraZeneca,109777
Belgium,2021-03-05,Pfizer/BioNTech,875290
Belgium,2021-03-12,Johnson&Johnson,0
Belgium,2021-03-12,Moderna,67275
Belgium,2021-03-12,Oxford/AstraZeneca,190742
Belgium,2021-03-12,Pfizer/BioNTech,971442
Belgium,2021-03-19,Johnson&Johnson,0
Belgium,2021-03-19,Moderna,89695
Belgium,2021-03-19,Oxford/AstraZeneca,350362
Belgium,2021-03-19,Pfizer/BioNTech,1081599
Belgium,2021-03-26,Johnson&Johnson,0
Belgium,2021-03-26,Moderna,99970
Belgium,2021-03-26,Oxford/AstraZeneca,460866
Belgium,2021-03-26,Pfizer/BioNTech,1277843
Belgium,2021-04-02,Johnson&Johnson,0
Belgium,2021-04-02,Moderna,127705
Belgium,2021-04-02,Oxford/AstraZeneca,520740
Belgium,2021-04-02,Pfizer/BioNTech,1536163
Belgium,2021-04-09,Johnson&Johnson,0
Belgium,2021-04-09,Moderna,174826
Belgium,2021-04-09,Oxford/AstraZeneca,600350
Belgium,2021-04-09,Pfizer/BioNTech,1853943
Belgium,2021-04-16,Johnson&Johnson,0
Belgium,2021-04-16,Moderna,209317
Belgium,2021-04-16,Oxford/AstraZeneca,781123
Belgium,2021-04-16,Pfizer/BioNTech,2131012
Belgium,2021-04-23,Johnson&Johnson,0
Belgium,2021-04-23,Moderna,260574
Belgium,2021-04-23,Oxford/AstraZeneca,837947
Belgium,2021-04-23,Pfizer/BioNTech,2447745
Belgium,2021-04-30,Johnson&Johnson,2967
Belgium,2021-04-30,Moderna,287549
Belgium,2021-04-30,Oxford/AstraZeneca,903322
Belgium,2021-04-30,Pfizer/BioNTech,2803247
Belgium,2021-05-07,Johnson&Johnson,23788
Belgium,2021-05-07,Moderna,345277
Belgium,2021-05-07,Oxford/AstraZeneca,1005918
Belgium,2021-05-07,Pfizer/BioNTech,3354917
Belgium,2021-05-14,Johnson&Johnson,29457
Belgium,2021-05-14,Moderna,399683
Belgium,2021-05-14,Oxford/AstraZeneca,1098798
Belgium,2021-05-14,Pfizer/BioNTech,3806090
Belgium,2021-05-21,Johnson&Johnson,49809
Belgium,2021-05-21,Moderna,501385
Belgium,2021-05-21,Oxford/AstraZeneca,1365514
Belgium,2021-05-21,Pfizer/BioNTech,4174741
Belgium,2021-05-28,Johnson&Johnson,73476
Belgium,2021-05-28,Moderna,575684
Belgium,2021-05-28,Oxford/AstraZeneca,1465247
Belgium,2021-05-28,Pfizer/BioNTech,4616262
Belgium,2021-06-04,Johnson&Johnson,97215
Belgium,2021-06-04,Moderna,651865
Belgium,2021-06-04,Oxford/AstraZeneca,1568440
Belgium,2021-06-04,Pfizer/BioNTech,5314522
Belgium,2021-06-11,Johnson&Johnson,143212
Belgium,2021-06-11,Moderna,738104
Belgium,2021-06-11,Oxford/AstraZeneca,1755274
Belgium,2021-06-11,Pfizer/BioNTech,6067465
Belgium,2021-06-18,Johnson&Johnson,212516
Belgium,2021-06-18,Moderna,844328
Belgium,2021-06-18,Oxford/AstraZeneca,1890040
Belgium,2021-06-18,Pfizer/BioNTech,6779715
Belgium,2021-06-25,Johnson&Johnson,243368
Belgium,2021-06-25,Moderna,956824
Belgium,2021-06-25,Oxford/AstraZeneca,1959042
Belgium,2021-06-25,Pfizer/BioNTech,7438933
Belgium,2021-07-02,Johnson&Johnson,266744
Belgium,2021-07-02,Moderna,1040286
Belgium,2021-07-02,Oxford/AstraZeneca,2058767
Belgium,2021-07-02,Pfizer/BioNTech,7906815
Belgium,2021-07-09,Johnson&Johnson,281718
Belgium,2021-07-09,Moderna,1101755
Belgium,2021-07-09,Oxford/AstraZeneca,2285709
Belgium,2021-07-09,Pfizer/BioNTech,8439926
Belgium,2021-07-16,Johnson&Johnson,299627
Belgium,2021-07-16,Moderna,1156360
Belgium,2021-07-16,Oxford/AstraZeneca,2439996
Belgium,2021-07-16,Pfizer/BioNTech,8946057
Belgium,2021-07-23,Johnson&Johnson,310098
Belgium,2021-07-23,Moderna,1209795
Belgium,2021-07-23,Oxford/AstraZeneca,2546136
Belgium,2021-07-23,Pfizer/BioNTech,9497268
Belgium,2021-07-30,Johnson&Johnson,319128
Belgium,2021-07-30,Moderna,1240612
Belgium,2021-07-30,Oxford/AstraZeneca,2637397
Belgium,2021-07-30,Pfizer/BioNTech,10005055
Belgium,2021-08-06,Johnson&Johnson,327927
Belgium,2021-08-06,Moderna,1263971
Belgium,2021-08-06,Oxford/AstraZeneca,2697726
Belgium,2021-08-06,Pfizer/BioNTech,10362496
Belgium,2021-08-13,Johnson&Johnson,334786
Belgium,2021-08-13,Moderna,1281175
Belgium,2021-08-13,Oxford/AstraZeneca,2810331
Belgium,2021-08-13,Pfizer/BioNTech,10510242
Belgium,2021-08-20,Johnson&Johnson,337333
Belgium,2021-08-20,Moderna,1287377
Belgium,2021-08-20,Oxford/AstraZeneca,2816588
Belgium,2021-08-20,Pfizer/BioNTech,10555461
Bulgaria,2021-01-01,Pfizer/BioNTech,0
Bulgaria,2021-01-08,Moderna,0
Bulgaria,2021-01-08,Pfizer/BioNTech,13473
Bulgaria,2021-01-15,Moderna,491
Bulgaria,2021-01-15,Pfizer/BioNTech,17962
Bulgaria,2021-01-22,Moderna,843
Bulgaria,2021-01-22,Pfizer/BioNTech,25300
Bulgaria,2021-01-29,Moderna,1053
Bulgaria,2021-01-29,Pfizer/BioNTech,40072
Bulgaria,2021-02-05,Moderna,2207
Bulgaria,2021-02-05,Oxford/AstraZeneca,10
Bulgaria,2021-02-05,Pfizer/BioNTech,54821
Bulgaria,2021-02-12,Moderna,3333
Bulgaria,2021-02-12,Oxford/AstraZeneca,2035
Bulgaria,2021-02-12,Pfizer/BioNTech,70020
Bulgaria,2021-02-19,Moderna,6446
Bulgaria,2021-02-19,Oxford/AstraZeneca,28947
Bulgaria,2021-02-19,Pfizer/BioNTech,83960
Bulgaria,2021-02-26,Moderna,10475
Bulgaria,2021-02-26,Oxford/AstraZeneca,97630
Bulgaria,2021-02-26,Pfizer/BioNTech,104340
Bulgaria,2021-03-05,Moderna,14820
Bulgaria,2021-03-05,Oxford/AstraZeneca,143932
Bulgaria,2021-03-05,Pfizer/BioNTech,129880
Bulgaria,2021-03-12,Moderna,16988
Bulgaria,2021-03-12,Oxford/AstraZeneca,174209
Bulgaria,2021-03-12,Pfizer/BioNTech,147683
Bulgaria,2021-03-19,Moderna,20921
Bulgaria,2021-03-19,Oxford/AstraZeneca,179029
Bulgaria,2021-03-19,Pfizer/BioNTech,168956
Bulgaria,2021-03-26,Moderna,34004
Bulgaria,2021-03-26,Oxford/AstraZeneca,206835
Bulgaria,2021-03-26,Pfizer/BioNTech,195704
Bulgaria,2021-04-02,Moderna,44809
Bulgaria,2021-04-02,Oxford/AstraZeneca,230180
Bulgaria,2021-04-02,Pfizer/BioNTech,228583
Bulgaria,2021-04-09,Moderna,59160
Bulgaria,2021-04-09,Oxford/AstraZeneca,238387
Bulgaria,2021-04-09,Pfizer/BioNTech,275118
Bulgaria,2021-04-16,Johnson&Johnson,0
Bulgaria,2021-04-16,Moderna,74318
Bulgaria,2021-04-16,Oxford/AstraZeneca,241707
Bulgaria,2021-04-16,Pfizer/BioNTech,322422
Bulgaria,2021-04-23,Johnson&Johnson,0
Bulgaria,2021-04-23,Moderna,93241
Bulgaria,2021-04-23,Oxford/AstraZeneca,247383
Bulgaria,2021-04-23,Pfizer/BioNTech,382650
Bulgaria,2021-04-30,Johnson&Johnson,0
Bulgaria,2021-04-30,Moderna,108865
Bulgaria,2021-04-30,Oxford/AstraZeneca,263756
Bulgaria,2021-04-30,Pfizer/BioNTech,452036
Bulgaria,2021-05-07,Johnson&Johnson,0
Bulgaria,2021-05-07,Moderna,122688
Bulgaria,2021-05-07,Oxford/AstraZeneca,300451
Bulgaria,2021-05-07,Pfizer/BioNTech,514960
Bulgaria,2021-05-14,Johnson&Johnson,398
Bulgaria,2021-05-14,Moderna,145571
Bulgaria,2021-05-14,Oxford/AstraZeneca,364379
Bulgaria,2021-05-14,Pfizer/BioNTech,606439
Bulgaria,2021-05-21,Johnson&Johnson,2629
Bulgaria,2021-05-21,Moderna,165767
Bulgaria,2021-05-21,Oxford/AstraZeneca,401422
Bulgaria,2021-05-21,Pfizer/BioNTech,690983
Bulgaria,2021-05-28,Johnson&Johnson,6276
Bulgaria,2021-05-28,Moderna,181502
Bulgaria,2021-05-28,Oxford/AstraZeneca,411232
Bulgaria,2021-05-28,Pfizer/BioNTech,754371
Bulgaria,2021-06-04,Johnson&Johnson,11142
Bulgaria,2021-06-04,Moderna,190457
Bulgaria,2021-06-04,Oxford/AstraZeneca,435357
Bulgaria,2021-06-04,Pfizer/BioNTech,827459
Bulgaria,2021-06-11,Johnson&Johnson,17987
Bulgaria,2021-06-11,Moderna,202784
Bulgaria,2021-06-11,Oxford/AstraZeneca,457900
Bulgaria,2021-06-11,Pfizer/BioNTech,898271
Bulgaria,2021-06-18,Johnson&Johnson,25928
Bulgaria,2021-06-18,Moderna,216421
Bulgaria,2021-06-18,Oxford/AstraZeneca,467870
Bulgaria,2021-06-18,Pfizer/BioNTech,949706
Bulgaria,2021-06-25,Johnson&Johnson,33099
Bulgaria,2021-06-25,Moderna,225728
Bulgaria,2021-06-25,Oxford/AstraZeneca,470990
Bulgaria,2021-06-25,Pfizer/BioNTech,997114
Bulgaria,2021-07-02,Johnson&Johnson,39994
Bulgaria,2021-07-02,Moderna,234047
Bulgaria,2021-07-02,Oxford/AstraZeneca,472860
Bulgaria,2021-07-02,Pfizer/BioNTech,1042927
Bulgaria,2021-07-09,Johnson&Johnson,48424
Bulgaria,2021-07-09,Moderna,241862
Bulgaria,2021-07-09,Oxford/AstraZeneca,474021
Bulgaria,2021-07-09,Pfizer/BioNTech,1086383
Bulgaria,2021-07-16,Johnson&Johnson,58430
Bulgaria,2021-07-16,Moderna,247955
Bulgaria,2021-07-16,Oxford/AstraZeneca,474812
Bulgaria,2021-07-16,Pfizer/BioNTech,1127926
Bulgaria,2021-07-23,Johnson&Johnson,68108
Bulgaria,2021-07-23,Moderna,252761
Bulgaria,2021-07-23,Oxford/AstraZeneca,475720
Bulgaria,2021-07-23,Pfizer/BioNTech,1167720
Bulgaria,2021-07-30,Johnson&Johnson,78440
Bulgaria,2021-07-30,Moderna,258066
Bulgaria,2021-07-30,Oxford/AstraZeneca,476371
Bulgaria,2021-07-30,Pfizer/BioNTech,1212406
Bulgaria,2021-08-06,Johnson&Johnson,89960
Bulgaria,2021-08-06,Moderna,263844
Bulgaria,2021-08-06,Oxford/AstraZeneca,476700
Bulgaria,2021-08-06,Pfizer/BioNTech,1256750
Bulgaria,2021-08-13,Johnson&Johnson,102550
Bulgaria,2021-08-13,Moderna,269269
Bulgaria,2021-08-13,Oxford/AstraZeneca,477025
Bulgaria,2021-08-13,Pfizer/BioNTech,1298259
Bulgaria,2021-08-20,Johnson&Johnson,110010
Bulgaria,2021-08-20,Moderna,269269
Bulgaria,2021-08-20,Oxford/AstraZeneca,477025
Bulgaria,2021-08-20,Pfizer/BioNTech,1298259
Chile,2020-12-24,Pfizer/BioNTech,420
Chile,2020-12-25,Pfizer/BioNTech,5201
Chile,2020-12-26,Pfizer/BioNTech,8344
Chile,2020-12-27,Pfizer/BioNTech,8655
Chile,2020-12-28,Pfizer/BioNTech,8655
Chile,2020-12-29,Pfizer/BioNTech,8655
Chile,2020-12-30,Pfizer/BioNTech,8655
Chile,2020-12-31,Pfizer/BioNTech,8655
Chile,2021-01-01,Pfizer/BioNTech,8655
Chile,2021-01-02,Pfizer/BioNTech,8655
Chile,2021-01-03,Pfizer/BioNTech,8655
Chile,2021-01-04,Pfizer/BioNTech,9060
Chile,2021-01-05,Pfizer/BioNTech,10503
Chile,2021-01-06,Pfizer/BioNTech,10708
Chile,2021-01-07,Pfizer/BioNTech,10708
Chile,2021-01-08,Pfizer/BioNTech,10708
Chile,2021-01-09,Pfizer/BioNTech,10708
Chile,2021-01-10,Pfizer/BioNTech,10708
Chile,2021-01-11,Pfizer/BioNTech,10708
Chile,2021-01-12,Pfizer/BioNTech,10708
Chile,2021-01-13,Pfizer/BioNTech,11741
Chile,2021-01-14,Pfizer/BioNTech,18657
Chile,2021-01-15,Pfizer/BioNTech,22088
Chile,2021-01-16,Pfizer/BioNTech,22178
Chile,2021-01-17,Pfizer/BioNTech,22178
Chile,2021-01-18,Pfizer/BioNTech,33229
Chile,2021-01-19,Pfizer/BioNTech,52590
Chile,2021-01-20,Pfizer/BioNTech,61899
Chile,2021-01-21,Pfizer/BioNTech,64956
Chile,2021-01-22,Pfizer/BioNTech,65372
Chile,2021-01-23,Pfizer/BioNTech,65372
Chile,2021-01-24,Pfizer/BioNTech,65372
Chile,2021-01-25,Pfizer/BioNTech,66792
Chile,2021-01-26,Pfizer/BioNTech,67408
Chile,2021-01-27,Pfizer/BioNTech,67443
Chile,2021-01-28,Pfizer/BioNTech,67443
Chile,2021-01-29,Pfizer/BioNTech,67448
Chile,2021-01-30,Pfizer/BioNTech,67449
Chile,2021-01-31,Pfizer/BioNTech,67449
Chile,2021-02-01,Pfizer/BioNTech,67449
Chile,2021-02-02,Pfizer/BioNTech,67455
Chile,2021-02-02,Sinovac,13183
Chile,2021-02-03,Pfizer/BioNTech,67455
Chile,2021-02-03,Sinovac,183557
Chile,2021-02-04,Pfizer/BioNTech,69583
Chile,2021-02-04,Sinovac,357567
Chile,2021-02-05,Pfizer/BioNTech,70271
Chile,2021-02-05,Sinovac,526306
Chile,2021-02-06,Pfizer/BioNTech,70276
Chile,2021-02-06,Sinovac,554156
Chile,2021-02-07,Pfizer/BioNTech,70278
Chile,2021-02-07,Sinovac,562793
Chile,2021-02-08,Pfizer/BioNTech,82077
Chile,2021-02-08,Sinovac,784276
Chile,2021-02-09,Pfizer/BioNTech,101556
Chile,2021-02-09,Sinovac,1026666
Chile,2021-02-10,Pfizer/BioNTech,110001
Chile,2021-02-10,Sinovac,1298998
Chile,2021-02-11,Pfizer/BioNTech,113075
Chile,2021-02-11,Sinovac,1550197
Chile,2021-02-12,Pfizer/BioNTech,113435
Chile,2021-02-12,Sinovac,1779302
Chile,2021-02-13,Pfizer/BioNTech,113468
Chile,2021-02-13,Sinovac,1808824
Chile,2021-02-14,Pfizer/BioNTech,113468
Chile,2021-02-14,Sinovac,1813291
Chile,2021-02-15,Pfizer/BioNTech,113469
Chile,2021-02-15,Sinovac,2079158
Chile,2021-02-16,Pfizer/BioNTech,113481
Chile,2021-02-16,Sinovac,2299197
Chile,2021-02-17,Pfizer/BioNTech,113481
Chile,2021-02-17,Sinovac,2487238
Chile,2021-02-18,Pfizer/BioNTech,113484
Chile,2021-02-18,Sinovac,2642499
Chile,2021-02-19,Pfizer/BioNTech,113484
Chile,2021-02-19,Sinovac,2784625
Chile,2021-02-20,Pfizer/BioNTech,113486
Chile,2021-02-20,Sinovac,2794265
Chile,2021-02-21,Pfizer/BioNTech,113486
Chile,2021-02-21,Sinovac,2795427
Chile,2021-02-22,Pfizer/BioNTech,125575
Chile,2021-02-22,Sinovac,2891464
Chile,2021-02-23,Pfizer/BioNTech,150419
Chile,2021-02-23,Sinovac,2960860
Chile,2021-02-24,Pfizer/BioNTech,178939
Chile,2021-02-24,Sinovac,3018615
Chile,2021-02-25,Pfizer/BioNTech,212656
Chile,2021-02-25,Sinovac,3070979
Chile,2021-02-26,Pfizer/BioNTech,242387
Chile,2021-02-26,Sinovac,3119643
Chile,2021-02-27,Pfizer/BioNTech,248712
Chile,2021-02-27,Sinovac,3123365
Chile,2021-02-28,Pfizer/BioNTech,248714
Chile,2021-02-28,Sinovac,3123718
Chile,2021-03-01,Pfizer/BioNTech,263619
Chile,2021-03-01,Sinovac,3246375
Chile,2021-03-02,Pfizer/BioNTech,294542
Chile,2021-03-02,Sinovac,3386828
Chile,2021-03-03,Pfizer/BioNTech,313110
Chile,2021-03-03,Sinovac,3680196
Chile,2021-03-04,Pfizer/BioNTech,322220
Chile,2021-03-04,Sinovac,3981669
Chile,2021-03-05,Pfizer/BioNTech,327976
Chile,2021-03-05,Sinovac,4273799
Chile,2021-03-06,Pfizer/BioNTech,328320
Chile,2021-03-06,Sinovac,4307236
Chile,2021-03-07,Pfizer/BioNTech,328426
Chile,2021-03-07,Sinovac,4315094
Chile,2021-03-08,Pfizer/BioNTech,341026
Chile,2021-03-08,Sinovac,4653167
Chile,2021-03-09,Pfizer/BioNTech,378610
Chile,2021-03-09,Sinovac,4992166
Chile,2021-03-10,Pfizer/BioNTech,420222
Chile,2021-03-10,Sinovac,5351942
Chile,2021-03-11,Pfizer/BioNTech,465965
Chile,2021-03-11,Sinovac,5723311
Chile,2021-03-12,Pfizer/BioNTech,483378
Chile,2021-03-12,Sinovac,6080298
Chile,2021-03-13,Pfizer/BioNTech,483931
Chile,2021-03-13,Sinovac,6130203
Chile,2021-03-14,Pfizer/BioNTech,483931
Chile,2021-03-14,Sinovac,6136790
Chile,2021-03-15,Pfizer/BioNTech,507851
Chile,2021-03-15,Sinovac,6543180
Chile,2021-03-16,Pfizer/BioNTech,561399
Chile,2021-03-16,Sinovac,6899921
Chile,2021-03-17,Pfizer/BioNTech,616942
Chile,2021-03-17,Sinovac,7211697
Chile,2021-03-18,Pfizer/BioNTech,666544
Chile,2021-03-18,Sinovac,7497075
Chile,2021-03-19,Pfizer/BioNTech,689716
Chile,2021-03-19,Sinovac,7768436
Chile,2021-03-20,Pfizer/BioNTech,691636
Chile,2021-03-20,Sinovac,7800712
Chile,2021-03-21,Pfizer/BioNTech,691646
Chile,2021-03-21,Sinovac,7804725
Chile,2021-03-22,Pfizer/BioNTech,727740
Chile,2021-03-22,Sinovac,8037402
Chile,2021-03-23,Pfizer/BioNTech,787672
Chile,2021-03-23,Sinovac,8218363
Chile,2021-03-24,Pfizer/BioNTech,840575
Chile,2021-03-24,Sinovac,8384557
Chile,2021-03-25,Pfizer/BioNTech,895174
Chile,2021-03-25,Sinovac,8542658
Chile,2021-03-26,Pfizer/BioNTech,933614
Chile,2021-03-26,Sinovac,8721919
Chile,2021-03-27,Pfizer/BioNTech,935649
Chile,2021-03-27,Sinovac,8735576
Chile,2021-03-28,Pfizer/BioNTech,935649
Chile,2021-03-28,Sinovac,8736968
Chile,2021-03-29,Pfizer/BioNTech,957699
Chile,2021-03-29,Sinovac,8981692
Chile,2021-03-30,Pfizer/BioNTech,1015197
Chile,2021-03-30,Sinovac,9202884
Chile,2021-03-31,Pfizer/BioNTech,1061374
Chile,2021-03-31,Sinovac,9437041
Chile,2021-04-01,Pfizer/BioNTech,1085166
Chile,2021-04-01,Sinovac,9716594
Chile,2021-04-02,Pfizer/BioNTech,1085391
Chile,2021-04-02,Sinovac,9723406
Chile,2021-04-03,Pfizer/BioNTech,1085584
Chile,2021-04-03,Sinovac,9726439
Chile,2021-04-04,Pfizer/BioNTech,1085587
Chile,2021-04-04,Sinovac,9727557
Chile,2021-04-05,Pfizer/BioNTech,1116747
Chile,2021-04-05,Sinovac,9981227
Chile,2021-04-06,Pfizer/BioNTech,1199554
Chile,2021-04-06,Sinovac,10138254
Chile,2021-04-07,Pfizer/BioNTech,1288852
Chile,2021-04-07,Sinovac,10282280
Chile,2021-04-08,Pfizer/BioNTech,1367136
Chile,2021-04-08,Sinovac,10443564
Chile,2021-04-09,Pfizer/BioNTech,1416395
Chile,2021-04-09,Sinovac,10613284
Chile,2021-04-10,Pfizer/BioNTech,1424225
Chile,2021-04-10,Sinovac,10631485
Chile,2021-04-11,Pfizer/BioNTech,1424731
Chile,2021-04-11,Sinovac,10633432
Chile,2021-04-12,Pfizer/BioNTech,1489531
Chile,2021-04-12,Sinovac,10805663
Chile,2021-04-13,Pfizer/BioNTech,1577766
